galaxy,quality,radius_nominal_kpc,fractional_velocity_error,shadow_delta_v2_nominal_km2_s2,shadow_sign_probability_positive,shadow_sign_evidence_bits,shadow_fixed_nuisance_closure_cost_sigma,g_observed_p50_m_s2,g_baryonic_p50_m_s2,g_inobservable_p025_m_s2,g_inobservable_p16_m_s2,g_inobservable_p50_m_s2,g_inobservable_p84_m_s2,g_inobservable_p975_m_s2,mass_inobservable_p025_solar,mass_inobservable_p16_solar,mass_inobservable_p50_solar,mass_inobservable_p84_solar,mass_inobservable_p975_solar,inobservable_status,authority
DDO161,1,10.52,0.047703703703703706,3359.85345,1.0,12.0003521774803,10.220818097490401,1.4492743606718772e-11,3.684364699955985e-12,4.476086033755176e-12,6.93996147951256e-12,1.0812380837585398e-11,1.829128215312536e-11,3.505747150953718e-11,3954797521.0928254,6035162491.218892,8133195156.1840515,10963452962.196997,15123420873.875963,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
DDO161,1,10.99,0.035479041916167665,3319.1802,1.0,12.0003521774803,13.920182533400407,1.3500280352802359e-11,3.3695756243107035e-12,4.395225024747112e-12,6.508959397954219e-12,1.0120102378965457e-11,1.704701441026317e-11,3.295164266229854e-11,4055126739.908626,6378898003.874178,8463889706.371113,11089817071.262243,15357026074.834703,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
DDO161,1,11.46,0.014221556886227544,3380.3795499999997,1.0,12.0003521774803,35.69300303584501,1.297918392787739e-11,3.0583680457763933e-12,4.526754978392988e-12,6.541137541184225e-12,9.898594746036549e-12,1.6390755630248468e-11,3.117013542883183e-11,4348082985.2749605,6836427426.887641,9050677939.182629,11620741986.577827,15899254094.810625,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
DDO161,1,11.94,0.014414414414414415,3412.7795499999993,1.0,12.0003521774803,36.06152202681115,1.2387416092259376e-11,2.7751073286291123e-12,4.4751238860041895e-12,6.419056026641818e-12,9.576670290753046e-12,1.571127776122031e-11,2.976842507944764e-11,4571582515.59361,7196960466.059601,9551243894.205269,12273358474.314053,16531965943.801254,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
DDO161,1,12.41,0.014820359281437127,3496.4507999999996,1.0,12.0003521774803,36.08368771575602,1.2003193013297299e-11,2.5212166660864044e-12,4.543437072901103e-12,6.344369821558172e-12,9.467837084407102e-12,1.5442206725454158e-11,2.9699800964005216e-11,4763775951.388618,7636101441.316341,10199465342.88689,13132788043.341679,17893003957.758163,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
DDO161,1,12.9,0.011161387631975868,3476.5240999999996,1.0,12.0003521774803,48.62466361217574,1.1368687065365699e-11,2.308356066063374e-12,4.400503950591659e-12,6.128706257024144e-12,9.044543542409835e-12,1.4702745129744797e-11,2.782330611021128e-11,4952346324.535329,7884033532.84634,10572329615.991413,13589848778.770706,18493838678.31205,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
DDO161,1,13.37,0.019818456883509836,3503.469849999999,1.0,12.0003521774803,27.997356811711366,1.0933644759415104e-11,2.097739845333793e-12,4.2330042952350215e-12,5.965199916154188e-12,8.819553635044049e-12,1.4301998067197605e-11,2.679080820750081e-11,5102036619.517924,8152527379.902028,11011525813.86446,14278231263.181448,19357353516.33696,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
DDO168,2,0.82,0.05555555555555556,140.5358,0.970703125,4.093109404391481,2.480891717192927,2.1752936846978758e-11,1.6091069549333656e-11,-1.4642823374014843e-13,2.390099199361996e-12,5.599151697885441e-12,9.699054824343962e-12,1.485482933829988e-11,-804842.0089587308,11772098.275224026,26842377.062857747,45601710.002629794,68708449.47595398,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
DDO168,2,1.24,0.051369863013698634,334.87585,0.999267578125,9.415037499278844,4.297045708976261,2.2420551676193216e-11,1.3536434572986129e-11,2.895653485253143e-12,5.546344245234683e-12,8.838119494167067e-12,1.2960501274564222e-11,1.771638478464665e-11,33008264.395742316,62311728.50815523,96738663.90230843,139656935.06218657,186439177.43078092,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
DDO168,2,1.64,0.03038674033149171,774.5599500000003,1.0,12.0003521774803,11.864469877098786,2.60539445887479e-11,1.0593258993151581e-11,9.882799322171298e-12,1.2329269522758392e-11,1.5408827599215083e-11,1.9355997382869895e-11,2.4692238552575652e-11,197461077.58247563,240109621.16053462,294463283.98991454,364970973.5098561,463733915.13562655,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
DDO168,2,2.06,0.025,1309.36395,1.0,12.0003521774803,17.24300035026912,3.071644139771073e-11,9.86158754980334e-12,1.4520382917811286e-11,1.728440017264571e-11,2.0750716566877846e-11,2.5258290706886767e-11,3.113938207015215e-11,462994849.12525135,528872719.49807924,628023729.8704381,755501902.486277,927915435.8511084,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
DDO168,2,2.47,0.023032629558541264,2057.28265,1.0,12.0003521774803,22.054587238390027,3.5955973176890945e-11,8.624753953376656e-12,2.0234461778189863e-11,2.3223521249134895e-11,2.7214689470577785e-11,3.233879072532728e-11,3.909114702521903e-11,907683506.4266627,1026267188.5517632,1184134235.9421659,1397515242.5857577,1666340527.2985764,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
DDO168,2,2.89,0.03213610586011342,2127.37745,1.0,12.0003521774803,15.87982589660922,3.164331309206359e-11,7.527247686981828e-12,1.7421400090092903e-11,2.0373196696770018e-11,2.404780257505194e-11,2.881989547277149e-11,3.5075641573639073e-11,1062055414.4686738,1230204649.448248,1434041275.628058,1705964470.9320443,2070737937.7481065,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
DDO168,2,3.3,0.04014598540145986,2338.1843499999995,1.0,12.0003521774803,13.188729573589738,2.9846317631662186e-11,6.531434351031349e-12,1.630136675618701e-11,1.9429746034049003e-11,2.3254510967757253e-11,2.790139326018759e-11,3.3778884989666796e-11,1291886096.7648115,1520891870.976601,1807076959.9836679,2154668917.092731,2609299964.8969674,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
DDO168,2,3.71,0.045454545454545456,2360.6596,1.0,12.0003521774803,11.690079340751453,2.6626104882719996e-11,5.805123997979128e-12,1.4475173697519055e-11,1.7316059813536563e-11,2.0783442078250757e-11,2.5232256484625314e-11,3.1250515087983055e-11,1452202541.8112879,1717879156.733778,2050327571.6775749,2455065183.1473503,3034962910.6484995,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
DDO168,2,4.12,0.051923076923076926,2052.90395,1.0,12.0003521774803,9.808672658120463,2.1408959984907645e-11,5.123092681868792e-12,1.0743242094437057e-11,1.3168257066444e-11,1.6252906834524593e-11,2.0067757475427594e-11,2.4506584995947145e-11,1346673580.5822856,1608674376.291693,1967976575.4047406,2413527473.5071397,2932391596.5121875,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
DDO170,2,3.36,0.03537735849056604,1375.62385,1.0,12.0003521774803,14.569365229278837,1.7768242685590207e-11,4.086752165657975e-12,6.146252317296865e-12,9.009920219857211e-12,1.3635208378448269e-11,2.2089069043948762e-11,4.285041166881562e-11,493812292.4144026,781346438.0956974,1057415413.227289,1378591602.0253696,1812079678.5806236,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
DDO170,2,4.86,0.01904761904761905,2133.5001,1.0,12.0003521774803,27.54504257667427,1.878912763149893e-11,4.1633584074913936e-12,6.928001394124844e-12,9.974550738400594e-12,1.4565199845435085e-11,2.3366455342252588e-11,4.5724387719869894e-11,1117556809.2361677,1779111481.4994066,2390439823.1199656,3074844032.272825,3940289319.6177964,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
DDO170,2,6.35,0.017985611510791366,2301.96345,1.0,12.0003521774803,27.503798299414207,1.614805894964144e-11,4.036320565123304e-12,5.507506798773672e-12,8.067134928867823e-12,1.2083960239089887e-11,1.9651443977563903e-11,3.962697882528561e-11,1644632631.4914076,2533596934.9193788,3354238617.0813174,4295471397.038494,5521815437.70558,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
DDO170,2,7.85,0.01877133105802048,2533.16435,1.0,12.0003521774803,25.987947360182016,1.4465190768299035e-11,3.724656929548922e-12,4.910717233470538e-12,7.181608572012668e-12,1.070059623271183e-11,1.7549673730677705e-11,3.432019305499249e-11,2222599397.9366775,3445716934.2091727,4565229932.724735,5771425498.097515,7584953414.531425,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
DDO170,2,9.34,0.020338983050847456,2567.68595,1.0,12.0003521774803,23.982428181940637,1.2360681019654733e-11,3.1732454858786237e-12,4.221598165371256e-12,6.093836271453381e-12,9.174035162235916e-12,1.5008106370567066e-11,2.9081890982325497e-11,2637483291.9853387,4163305859.923832,5518052097.600786,7013678656.582106,9122387518.149433,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
DDO170,2,10.83,0.021666666666666667,2754.56585,1.0,12.0003521774803,23.787422803405786,1.1017403673516399e-11,2.5329941745475165e-12,3.995076625258366e-12,5.7041061611141124e-12,8.485307965279779e-12,1.3618782563050448e-11,2.6545925969895342e-11,3269571394.346062,5137006037.285533,6885491484.673893,8777479064.497684,11449854415.527958,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
DDO170,2,12.33,0.01607717041800643,3136.17995,1.0,12.0003521774803,35.132306156600634,1.0403698712269459e-11,1.9280896091315084e-12,4.298074970297715e-12,5.872721895740532e-12,8.484311505391236e-12,1.3279238186984788e-11,2.5672384357014868e-11,4039997245.217974,6578665067.565504,9022383234.283964,11526248593.637516,14784832132.045801,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
ESO079-G014,1,2.69,0.07544378698224852,1648.0422999999992,0.899658203125,2.317005416318317,2.6562910313644585,5.640353124574906e-11,3.537531628469601e-11,-1.0922243468570145e-11,4.378842714851813e-12,2.059239698685456e-11,4.243760176975935e-11,8.165467051062406e-11,-864686288.4385059,287401443.14856607,971456092.9201934,1565301723.1935349,2213686518.014343,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
ESO079-G014,1,3.36,0.06193390452876376,3211.375550000001,0.97314453125,4.21864028647534,4.515487980528594,6.552750356978079e-11,3.3573267620796076e-11,-5.039191368850858e-13,1.4626615522994173e-11,3.1851847645091805e-11,5.58301434499923e-11,1.0101734399732647e-10,-79486884.1721789,1438036660.6267583,2362718548.622719,3309651088.360652,4440359867.932635,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
ESO079-G014,1,4.39,0.05245098039215686,6544.49745,0.99755859375,7.678071905112637,7.453290697472422,7.83549260941603e-11,2.863433234066326e-11,1.4447492078812273e-11,3.0308479093222374e-11,4.966811028077869e-11,7.658628992770087e-11,1.2909491480828923e-10,2881012305.764529,4683921661.020251,6350472491.444588,8204078502.136295,10304891558.189152,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
ESO079-G014,1,5.65,0.05551724137931035,9112.563549999999,0.999755859375,11.0,7.778765083306289,7.838834368571405e-11,2.5038527182675815e-11,2.0010479180776626e-11,3.454939014175335e-11,5.3498078651552046e-11,8.001786450822577e-11,1.3808163124938272e-10,5932861239.473506,8547325598.396028,11335637791.563084,14670510012.401808,18768941789.00305,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
ESO079-G014,1,6.34,0.06893939393939394,12693.29355,0.999755859375,11.0,6.9472383279841265,9.045021883432052e-11,2.430287300212281e-11,2.697837699028855e-11,4.3241743595191996e-11,6.567198179132862e-11,9.94761482413416e-11,1.6671134290755237e-10,9290396922.21687,13173787257.29304,17827498816.26961,23525248876.0206,29882059589.95389,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
ESO079-G014,1,6.89,0.03832116788321168,13574.962650000001,1.0,12.0003521774803,12.367681883497957,8.935601053173637e-11,2.455248989854956e-11,2.9081953703328376e-11,4.40274456908553e-11,6.475712163177437e-11,9.546563580269054e-11,1.5837117675121146e-10,11979374370.692715,16469963035.879004,20828648261.530434,25988283025.9063,31417793156.791862,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
ESO079-G014,1,8.34,0.027272727272727275,16942.76905,0.999755859375,11.0,17.07151398791978,9.326691076923673e-11,2.644859026571564e-11,3.096823775525708e-11,4.6033366038991885e-11,6.66862091019716e-11,9.794920843474558e-11,1.621264264846467e-10,18511657581.34644,25354150396.86122,31597888452.740623,38601363924.39173,46061040367.67228,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
ESO079-G014,1,10.04,0.020122699386503066,17697.4879,0.999755859375,11.0,20.979053433896112,8.699729873100399e-11,2.8773131251152758e-11,2.38431721033391e-11,3.893502243317572e-11,5.8086531681121e-11,8.692834716863502e-11,1.4591608613619896e-10,23295618909.71552,31746801296.672222,39563736546.014786,48023950246.44631,57643555953.62521,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
ESO079-G014,1,11.65,0.014176470588235296,19055.32345,0.999755859375,11.0,29.36915210450213,8.160342001887168e-11,2.751265713638653e-11,2.2672233704274186e-11,3.591028826937599e-11,5.367643468147535e-11,8.056004713724724e-11,1.353479785585481e-10,28838090579.946407,40040982054.037315,49344238041.65597,59610448716.14685,71319870833.87228,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
ESO079-G014,1,13.36,0.012457142857142858,20471.389949999997,0.999755859375,11.0,34.052695787808524,7.525287390982699e-11,2.473989638930731e-11,2.172557147098527e-11,3.415599737525494e-11,5.045186197032508e-11,7.523033834335118e-11,1.267776796699896e-10,36827782315.138054,49791705139.43609,60818463889.22577,73465382900.89537,87170487103.27927,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
ESO079-G014,1,15.06,0.012598870056497175,21517.653550000003,1.0,12.0003521774803,34.95415201142275,6.846023715413752e-11,2.12042302979348e-11,2.117535787410087e-11,3.2285309502260416e-11,4.6899761525557466e-11,6.962707193663424e-11,1.155233138322734e-10,44249655756.454704,59104005272.9751,72450057115.56236,86895498939.82654,102553426354.55722,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
ESO079-G014,1,16.67,0.01140449438202247,22328.01345,1.0,12.0003521774803,40.03628138485965,6.24537475721814e-11,1.8265666287387413e-11,2.1161775120734473e-11,3.071409937639517e-11,4.408959807956882e-11,6.392364375504133e-11,1.0716062642408367e-10,50958372717.526184,68562690363.17285,83710521206.03574,100023705704.6295,117390873062.9351,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
ESO116-G012,1,0.83,0.08225,992.1392,0.992431640625,6.045803689613125,4.66418443842857,6.25788217613749e-11,2.3948129819504646e-11,6.710970917658011e-12,2.078196452018576e-11,3.86896538230285e-11,6.822109734295322e-11,1.317079218480841e-10,46983064.2142999,114502995.11989775,176303438.5156362,247014598.08605695,336375101.4739113,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
ESO116-G012,1,1.38,0.05747572815533981,1336.7546999999997,0.97314453125,4.21864028647534,5.145352238368332,6.208089451896846e-11,3.117039132917606e-11,-6.906855334501759e-13,1.3562544983278032e-11,3.0901327564033316e-11,6.001141712128779e-11,1.1973732687495023e-10,-21956613.698727056,229618347.9095844,386967087.1581683,542537555.361454,710136805.6741898,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
ESO116-G012,1,1.85,0.0508100147275405,2680.013450000001,0.989013671875,5.508146903670325,6.9460062926755315,8.024695280235874e-11,3.411533400457241e-11,7.038507277372054e-12,2.449017961434798e-11,4.662916029881641e-11,8.302733709969181e-11,1.6473477428804958e-10,283228208.85079974,719850799.659418,1056441916.7346275,1406827720.2971544,1817015614.8857079,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
ESO116-G012,1,2.68,0.03653366583541147,4445.26835,1.0,12.0003521774803,12.159311694942328,7.725589703701705e-11,2.4223264148851625e-11,1.9874618268625784e-11,3.3761365484683987e-11,5.31452377948908e-11,8.703097154082248e-11,1.6108176806871362e-10,1278838030.8588338,1973965392.4175012,2626006745.2978954,3274772460.5594244,4025664035.175005,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
ESO116-G012,1,3.19,0.03697478991596639,4665.443149999999,0.999267578125,9.415037499278844,11.564715631458027,6.969721263131636e-11,2.3278054697920676e-11,1.6490654739561612e-11,2.913857072215293e-11,4.6490554162351226e-11,7.754279081192082e-11,1.473982986960717e-10,1642354715.3011312,2451027780.5716434,3236000942.3105917,4063490464.686625,4959087111.307793,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
ESO116-G012,1,3.68,0.030962800875273522,5824.714100000001,1.0,12.0003521774803,14.525933341347166,7.294625847795007e-11,2.2441193274233947e-11,1.9894281435134068e-11,3.2889886067578744e-11,5.065434394465752e-11,8.229751296530844e-11,1.5294317652136958e-10,2437937952.894161,3639972487.76678,4735851671.716822,5860340389.469385,7035180801.831594,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
ESO116-G012,1,4.13,0.05294117647058824,7707.0927,1.0,12.0003521774803,9.271897003594885,8.150987234518796e-11,2.1317108538131655e-11,2.4913881260314853e-11,3.918596279166153e-11,5.983439108456215e-11,9.697821550792246e-11,1.7688587462985485e-10,3510977069.077498,5226817490.235129,7082477661.85622,9076996495.971094,11319201628.339556,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
ESO116-G012,1,5.23,0.040095238095238094,8286.6879,1.0,12.0003521774803,12.510953920795606,6.778557191787868e-11,1.7083611680370327e-11,2.2925882326464067e-11,3.417877131435813e-11,5.065402902446232e-11,8.074707939997606e-11,1.4543939980636863e-10,4830448842.967472,7312828005.572685,9769673632.387138,12216782461.240679,14852106863.768345,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
ESO116-G012,1,6.05,0.01926605504587156,9331.39755,1.0,12.0003521774803,27.86019609199006,6.341703983859697e-11,1.3744040723588104e-11,2.509560930095464e-11,3.45310520692588e-11,4.964722608731125e-11,7.712164771182153e-11,1.4012218271905268e-10,6423568590.603097,9843917269.862131,12933407427.335182,15711704136.870852,18595125851.709206,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
ESO116-G012,1,6.81,0.019444444444444445,9293.7098,1.0,12.0003521774803,28.24493989735836,5.520373020805163e-11,1.1346130397346631e-11,2.248877789294104e-11,3.0979543907434464e-11,4.354994638115221e-11,6.788166537980362e-11,1.232480735556295e-10,7145907882.371934,10950211568.994484,14562025564.830042,17795742693.58325,21038219156.989006,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
ESO116-G012,1,7.56,0.01926605504587156,9501.49395,1.0,12.0003521774803,28.67610432667921,5.068789096345816e-11,1.0255553325387999e-11,2.0800397133504694e-11,2.8509044647810647e-11,4.0382328756722796e-11,6.206548415254146e-11,1.1094456607795327e-10,8119039386.560281,12446209668.134169,16572747811.321217,20078047882.02105,23693539125.317055,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
ESO116-G012,1,8.32,0.019090909090909092,9645.8349,1.0,12.0003521774803,28.790699676164817,4.6857004471377715e-11,9.605112088461156e-12,1.9300499817375625e-11,2.6196416097561213e-11,3.729071639000392e-11,5.7957260189554416e-11,1.0226132626837607e-10,9082893073.671955,13924141117.855867,18471762845.314194,22522506243.20609,26285653912.540714,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
ESO116-G012,1,9.09,0.02099099099099099,9857.0367,1.0,12.0003521774803,26.33548287068577,4.381696528818486e-11,8.823046148055157e-12,1.8400239372489655e-11,2.4812075731299434e-11,3.4962144705118376e-11,5.4016506864479244e-11,9.682296867010426e-11,10273389319.719675,15554761322.660961,20673592672.708794,25237461528.92851,29783353292.079006,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
